invoice_id,claim_id,part,part_cost,labor_hours,labor_rate,labor_cost,tax,total,invoice_date
INV006155,CLM017464,pump,180.0,3.1,95,294.5,33.22,507.72,2025-03-28
INV006156,CLM006224,evaporator coil,420.0,3.8,125,475.0,62.65,957.65,2024-02-21
INV006157,CLM014525,evaporator coil,420.0,1.5,110,165.0,40.95,625.95,2024-10-14
INV006158,CLM003786,heating element,95.0,1.3,85,110.5,14.39,219.89,2024-06-07
INV006159,CLM005235,compressor,850.0,2.6,125,325.0,82.25,1257.25,2024-09-28
INV006160,CLM003164,compressor,850.0,3.4,85,289.0,79.73,1218.73,2024-08-10
INV006161,CLM002959,drain pump,150.0,3.6,110,396.0,38.22,584.22,2024-08-18
INV006162,CLM005567,thermostat,120.0,0.9,110,99.0,15.33,234.33,2024-07-09
INV006163,CLM010624,control board,230.0,0.9,125,112.5,23.98,366.48,2025-05-30
INV006164,CLM005334,compressor,850.0,3.8,85,323.0,82.11,1255.11,2024-03-26
INV006165,CLM016812,pump,180.0,3.7,110,407.0,41.09,628.09,2024-11-06
INV006166,CLM010557,belt,25.0,1.7,85,144.5,11.87,181.37,2024-12-11
INV006167,CLM019015,heating element,95.0,1.6,125,200.0,20.65,315.65,2025-02-08
INV006168,CLM009401,blower motor,260.0,0.6,125,75.0,23.45,358.45,2025-07-26
INV006169,CLM017242,control board,230.0,0.7,125,87.5,22.23,339.73,2024-04-19
INV006170,CLM002495,control board,230.0,2.7,95,256.5,34.05,520.55,2024-08-14
INV006171,CLM015922,compressor,850.0,3.7,95,351.5,84.11,1285.61,2025-04-30
INV006172,CLM004932,pump,180.0,3.7,110,407.0,41.09,628.09,2024-03-24
INV006173,CLM004126,pump,180.0,0.7,95,66.5,17.26,263.76,2024-08-04
INV006174,CLM012836,belt,25.0,3.8,125,475.0,35.0,535.0,2025-02-01
INV006175,CLM019712,control board,230.0,2.3,125,287.5,36.23,553.73,2025-07-08
INV006176,CLM012884,pump,180.0,3.7,85,314.5,34.62,529.12,2024-02-20
INV006177,CLM013020,control board,230.0,2.3,125,287.5,36.23,553.73,2025-06-11
INV006178,CLM006406,belt,25.0,2.4,125,300.0,22.75,347.75,2025-03-30
INV006179,CLM018101,evaporator coil,420.0,3.9,125,487.5,63.53,971.03,2024-10-16
INV006180,CLM005248,control board,230.0,0.6,125,75.0,21.35,326.35,2025-05-05
INV006181,CLM003470,pump,180.0,1.6,85,136.0,22.12,338.12,2024-06-18
INV006182,CLM002699,heating element,95.0,2.4,85,204.0,20.93,319.93,2024-10-15
INV006183,CLM010409,pump,180.0,2.9,110,319.0,34.93,533.93,2024-09-30
INV006184,CLM010412,belt,25.0,2.1,85,178.5,14.25,217.75,2024-03-08
INV006185,CLM013173,evaporator coil,420.0,3.7,85,314.5,51.42,785.92,2025-01-08
INV006186,CLM009813,evaporator coil,420.0,3.4,110,374.0,55.58,849.58,2024-11-21
INV006187,CLM014192,compressor,850.0,3.9,125,487.5,93.63,1431.13,2024-02-12
INV006188,CLM019746,thermostat,120.0,3.0,110,330.0,31.5,481.5,2025-04-08
INV006189,CLM010285,pump,180.0,3.6,125,450.0,44.1,674.1,2024-02-20
INV006190,CLM006679,drain pump,150.0,1.9,110,209.0,25.13,384.13,2025-06-15
INV006191,CLM015582,control board,230.0,3.5,95,332.5,39.38,601.88,2024-07-27
INV006192,CLM000559,thermostat,120.0,2.1,85,178.5,20.9,319.4,2024-12-01
INV006193,CLM011873,heating element,95.0,2.1,110,231.0,22.82,348.82,2025-07-07
INV006194,CLM010782,pump,180.0,2.2,95,209.0,27.23,416.23,2024-12-25
INV006195,CLM015206,control board,230.0,1.7,85,144.5,26.22,400.72,2024-10-03
INV006196,CLM016174,belt,25.0,2.9,85,246.5,19.01,290.51,2024-07-22
INV006197,CLM017619,control board,230.0,3.2,95,304.0,37.38,571.38,2024-09-08
INV006198,CLM007735,pump,180.0,0.8,85,68.0,17.36,265.36,2024-09-26
INV006199,CLM010597,compressor,850.0,3.5,85,297.5,80.33,1227.83,2025-02-27
INV006200,CLM002411,control board,230.0,3.8,85,323.0,38.71,591.71,2025-06-27
INV006201,CLM018790,thermostat,120.0,1.6,95,152.0,19.04,291.04,2024-03-17
INV006202,CLM001719,drain pump,150.0,3.4,85,289.0,30.73,469.73,2025-05-06
INV006203,CLM016960,evaporator coil,420.0,2.1,95,199.5,43.37,662.87,2024-06-25
INV006204,CLM007671,heating element,95.0,3.4,110,374.0,32.83,501.83,2025-03-25
INV006205,CLM019259,thermostat,120.0,0.7,110,77.0,13.79,210.79,2025-04-25
INV006206,CLM005959,belt,25.0,2.5,110,275.0,21.0,321.0,2025-08-03
INV006207,CLM000104,drain pump,150.0,3.6,95,342.0,34.44,526.44,2024-08-18
INV006208,CLM006842,pump,180.0,0.7,110,77.0,17.99,274.99,2025-03-17
INV006209,CLM011753,blower motor,260.0,1.4,110,154.0,28.98,442.98,2025-05-08
INV006210,CLM004080,belt,25.0,3.9,95,370.5,27.69,423.19,2024-04-01
INV006211,CLM013820,compressor,850.0,1.5,125,187.5,72.62,1110.12,2024-11-03
INV006212,CLM014464,pump,180.0,1.2,85,102.0,19.74,301.74,2024-10-19
INV006213,CLM011439,pump,180.0,1.5,85,127.5,21.53,329.03,2024-08-31
INV006214,CLM017773,heating element,95.0,2.5,125,312.5,28.53,436.03,2024-05-03
INV006215,CLM012460,thermostat,120.0,3.8,85,323.0,31.01,474.01,2024-09-03
INV006216,CLM004075,belt,25.0,2.0,95,190.0,15.05,230.05,2024-08-03
INV006217,CLM019449,thermostat,120.0,2.3,85,195.5,22.09,337.59,2024-06-10
INV006218,CLM001887,heating element,95.0,0.6,95,57.0,10.64,162.64,2024-04-27
INV006219,CLM008496,compressor,850.0,1.9,110,209.0,74.13,1133.13,2024-02-05
INV006220,CLM007144,evaporator coil,420.0,2.6,85,221.0,44.87,685.87,2025-03-21
INV006221,CLM011382,heating element,95.0,1.9,125,237.5,23.28,355.78,2025-07-09
INV006222,CLM017022,control board,230.0,3.8,95,361.0,41.37,632.37,2025-06-19
INV006223,CLM014211,heating element,95.0,1.1,95,104.5,13.97,213.47,2024-05-23
INV006224,CLM008349,blower motor,260.0,3.3,110,363.0,43.61,666.61,2025-05-28
INV006225,CLM010103,compressor,850.0,1.7,85,144.5,69.62,1064.12,2024-01-21
INV006226,CLM005841,drain pump,150.0,1.7,125,212.5,25.38,387.88,2025-02-17
INV006227,CLM012886,evaporator coil,420.0,3.2,85,272.0,48.44,740.44,2024-02-05
INV006228,CLM000094,heating element,95.0,1.4,110,154.0,17.43,266.43,2025-04-28
INV006229,CLM002500,blower motor,260.0,2.4,110,264.0,36.68,560.68,2025-06-06
INV006230,CLM013626,blower motor,260.0,2.8,85,238.0,34.86,532.86,2024-10-17
INV006231,CLM002296,belt,25.0,1.8,95,171.0,13.72,209.72,2024-03-21
INV006232,CLM014124,heating element,95.0,1.5,95,142.5,16.62,254.12,2025-07-15
INV006233,CLM006302,drain pump,150.0,0.9,95,85.5,16.49,251.99,2024-06-18
INV006234,CLM008288,thermostat,120.0,2.1,95,199.5,22.37,341.87,2025-07-06
INV006235,CLM010134,thermostat,120.0,3.6,125,450.0,39.9,609.9,2025-01-08
INV006236,CLM009353,control board,230.0,0.6,95,57.0,20.09,307.09,2024-04-02
INV006237,CLM017630,control board,230.0,1.8,110,198.0,29.96,457.96,2024-08-16
INV006238,CLM019879,evaporator coil,420.0,3.6,95,342.0,53.34,815.34,2024-08-25
INV006239,CLM017607,drain pump,150.0,3.4,125,425.0,40.25,615.25,2024-08-17
INV006240,CLM000080,compressor,850.0,1.9,85,161.5,70.81,1082.31,2024-01-28
INV006241,CLM002186,control board,230.0,1.7,85,144.5,26.22,400.72,2024-08-20
INV006242,CLM002745,heating element,95.0,3.2,110,352.0,31.29,478.29,2024-09-02
INV006243,CLM005879,belt,25.0,2.2,110,242.0,18.69,285.69,2024-11-13
INV006244,CLM014164,control board,230.0,1.8,125,225.0,31.85,486.85,2025-04-16
INV006245,CLM017423,pump,180.0,3.3,95,313.5,34.55,528.05,2024-12-03
INV006246,CLM004455,drain pump,150.0,3.6,85,306.0,31.92,487.92,2025-04-06
INV006247,CLM008438,thermostat,120.0,1.1,125,137.5,18.03,275.53,2025-04-22
INV006248,CLM010637,drain pump,150.0,0.8,85,68.0,15.26,233.26,2024-07-02
INV006249,CLM006265,belt,25.0,3.6,85,306.0,23.17,354.17,2024-01-11
INV006250,CLM004088,evaporator coil,420.0,3.6,110,396.0,57.12,873.12,2024-10-28
INV006251,CLM009829,control board,230.0,0.6,85,51.0,19.67,300.67,2024-04-29
INV006252,CLM019251,compressor,850.0,1.8,110,198.0,73.36,1121.36,2025-01-19
INV006253,CLM014591,heating element,95.0,1.2,85,102.0,13.79,210.79,2024-08-19
INV006254,CLM007984,heating element,95.0,2.4,85,204.0,20.93,319.93,2024-11-18
INV006255,CLM007466,control board,230.0,0.9,85,76.5,21.46,327.96,2024-08-14
INV006256,CLM013728,blower motor,260.0,1.5,85,127.5,27.13,414.63,2025-03-09
INV006257,CLM016696,heating element,95.0,3.1,110,341.0,30.52,466.52,2024-07-18
INV006258,CLM010813,compressor,850.0,0.9,125,112.5,67.38,1029.88,2025-05-25
INV006259,CLM000596,evaporator coil,420.0,1.8,125,225.0,45.15,690.15,2024-01-19
INV006260,CLM011282,belt,25.0,1.7,95,161.5,13.06,199.56,2024-08-04
INV006261,CLM001916,thermostat,120.0,1.7,110,187.0,21.49,328.49,2024-12-24
INV006262,CLM003657,evaporator coil,420.0,1.1,85,93.5,35.95,549.45,2024-06-11
INV006263,CLM002708,heating element,95.0,2.8,110,308.0,28.21,431.21,2024-09-04
INV006264,CLM010814,heating element,95.0,3.1,125,387.5,33.78,516.28,2024-05-03
INV006265,CLM010121,belt,25.0,2.9,110,319.0,24.08,368.08,2024-07-23
INV006266,CLM001269,pump,180.0,1.4,95,133.0,21.91,334.91,2025-02-09
INV006267,CLM017712,compressor,850.0,0.9,95,85.5,65.48,1000.98,2024-03-05
INV006268,CLM003426,pump,180.0,2.5,95,237.5,29.23,446.73,2025-04-23
INV006269,CLM013725,belt,25.0,1.7,110,187.0,14.84,226.84,2024-07-01
INV006270,CLM006612,pump,180.0,1.6,95,152.0,23.24,355.24,2025-06-09
INV006271,CLM019806,belt,25.0,1.9,110,209.0,16.38,250.38,2024-08-28
INV006272,CLM012965,drain pump,150.0,2.6,110,286.0,30.52,466.52,2024-10-06
INV006273,CLM010160,pump,180.0,1.3,95,123.5,21.25,324.75,2024-06-13
INV006274,CLM019754,compressor,850.0,2.1,110,231.0,75.67,1156.67,2025-06-25
INV006275,CLM010303,evaporator coil,420.0,2.5,110,275.0,48.65,743.65,2025-08-09
INV006276,CLM001015,compressor,850.0,3.0,110,330.0,82.6,1262.6,2024-05-13
INV006277,CLM003513,heating element,95.0,1.4,125,175.0,18.9,288.9,2024-06-13
INV006278,CLM002750,belt,25.0,1.3,110,143.0,11.76,179.76,2024-03-05
INV006279,CLM011392,drain pump,150.0,3.0,85,255.0,28.35,433.35,2025-06-30
INV006280,CLM010389,blower motor,260.0,2.0,125,250.0,35.7,545.7,2024-11-25
INV006281,CLM012352,control board,230.0,2.4,110,264.0,34.58,528.58,2024-12-31
INV006282,CLM013273,evaporator coil,420.0,3.6,110,396.0,57.12,873.12,2024-04-10
INV006283,CLM004360,pump,180.0,2.0,95,190.0,25.9,395.9,2024-11-10
INV006284,CLM007492,drain pump,150.0,3.0,95,285.0,30.45,465.45,2025-01-19
INV006285,CLM018561,blower motor,260.0,2.0,125,250.0,35.7,545.7,2024-04-23
INV006286,CLM007670,belt,25.0,3.5,110,385.0,28.7,438.7,2024-02-17
INV006287,CLM018647,heating element,95.0,1.4,125,175.0,18.9,288.9,2025-04-18
INV006288,CLM017814,compressor,850.0,0.6,95,57.0,63.49,970.49,2025-01-27
INV006289,CLM007193,belt,25.0,0.8,110,88.0,7.91,120.91,2025-03-12
INV006290,CLM006725,heating element,95.0,1.2,85,102.0,13.79,210.79,2025-06-03
INV006291,CLM010054,drain pump,150.0,3.7,95,351.5,35.11,536.61,2024-07-31
INV006292,CLM018827,compressor,850.0,2.1,85,178.5,72.0,1100.5,2024-04-12
INV006293,CLM005091,belt,25.0,2.5,95,237.5,18.38,280.88,2025-03-23
INV006294,CLM012760,belt,25.0,2.8,125,350.0,26.25,401.25,2024-08-28
INV006295,CLM000475,evaporator coil,420.0,1.4,95,133.0,38.71,591.71,2025-06-23
INV006296,CLM014634,evaporator coil,420.0,2.5,85,212.5,44.28,676.78,2024-08-08
INV006297,CLM018773,control board,230.0,1.9,125,237.5,32.73,500.23,2024-05-30
INV006298,CLM011661,evaporator coil,420.0,1.4,85,119.0,37.73,576.73,2025-07-02
INV006299,CLM005251,heating element,95.0,1.7,110,187.0,19.74,301.74,2024-12-02
INV006300,CLM010675,blower motor,260.0,1.5,95,142.5,28.18,430.68,2025-08-06
INV006301,CLM002600,evaporator coil,420.0,3.9,85,331.5,52.61,804.11,2025-01-22
INV006302,CLM006377,heating element,95.0,3.3,85,280.5,26.29,401.79,2025-02-13
INV006303,CLM002960,control board,230.0,1.9,85,161.5,27.41,418.91,2025-02-02
INV006304,CLM006697,drain pump,150.0,1.0,110,110.0,18.2,278.2,2025-01-13
INV006305,CLM013106,pump,180.0,1.8,85,153.0,23.31,356.31,2024-12-30
INV006306,CLM006596,control board,230.0,3.2,95,304.0,37.38,571.38,2025-05-23
INV006307,CLM011585,heating element,95.0,1.7,110,187.0,19.74,301.74,2025-04-22
INV006308,CLM002119,drain pump,150.0,1.7,85,144.5,20.62,315.12,2024-04-21
INV006309,CLM007063,evaporator coil,420.0,3.0,95,285.0,49.35,754.35,2025-02-24
INV006310,CLM019322,control board,230.0,1.0,85,85.0,22.05,337.05,2024-08-03
INV006311,CLM003329,control board,230.0,3.0,125,375.0,42.35,647.35,2024-06-07
INV006312,CLM001503,evaporator coil,420.0,3.2,125,400.0,57.4,877.4,2024-07-29
INV006313,CLM015670,pump,180.0,3.3,125,412.5,41.48,633.98,2024-11-25
INV006314,CLM016729,belt,25.0,2.8,125,350.0,26.25,401.25,2025-04-04
INV006315,CLM012453,belt,25.0,1.9,85,161.5,13.06,199.56,2024-03-16
INV006316,CLM018408,evaporator coil,420.0,3.1,95,294.5,50.02,764.52,2024-11-30
INV006317,CLM002785,pump,180.0,1.1,95,104.5,19.92,304.42,2024-07-18
INV006318,CLM011625,drain pump,150.0,1.2,110,132.0,19.74,301.74,2024-02-11
INV006319,CLM013445,thermostat,120.0,3.9,85,331.5,31.61,483.11,2024-04-08
INV006320,CLM002370,blower motor,260.0,1.7,95,161.5,29.51,451.01,2025-04-05
INV006321,CLM015961,belt,25.0,2.1,95,199.5,15.72,240.22,2025-04-02
INV006322,CLM019342,pump,180.0,2.3,95,218.5,27.9,426.4,2024-08-11
INV006323,CLM011827,heating element,95.0,1.5,95,142.5,16.62,254.12,2024-07-29
INV006324,CLM009199,evaporator coil,420.0,3.0,110,330.0,52.5,802.5,2024-04-17
INV006325,CLM016372,control board,230.0,3.0,95,285.0,36.05,551.05,2025-07-02
INV006326,CLM008605,belt,25.0,3.1,95,294.5,22.37,341.87,2025-03-04
INV006327,CLM015120,evaporator coil,420.0,3.4,85,289.0,49.63,758.63,2024-03-14
INV006328,CLM013580,blower motor,260.0,1.9,110,209.0,32.83,501.83,2024-08-28
INV006329,CLM004335,belt,25.0,1.5,85,127.5,10.68,163.18,2024-05-22
INV006330,CLM007797,compressor,850.0,2.0,85,170.0,71.4,1091.4,2024-05-23
INV006331,CLM019733,belt,25.0,3.3,95,313.5,23.7,362.2,2024-06-04
INV006332,CLM014325,belt,25.0,3.9,125,487.5,35.88,548.38,2024-06-11
INV006333,CLM002614,control board,230.0,2.9,95,275.5,35.39,540.89,2025-07-10
INV006334,CLM002611,control board,230.0,0.9,110,99.0,23.03,352.03,2024-08-09
INV006335,CLM015570,drain pump,150.0,3.5,95,332.5,33.78,516.28,2024-12-05
INV006336,CLM015377,heating element,95.0,1.7,95,161.5,17.96,274.46,2024-04-17
INV006337,CLM007231,belt,25.0,3.9,85,331.5,24.96,381.46,2024-05-19
INV006338,CLM006760,blower motor,260.0,3.3,110,363.0,43.61,666.61,2025-02-10
INV006339,CLM005148,pump,180.0,3.1,95,294.5,33.22,507.72,2024-12-17
INV006340,CLM000827,pump,180.0,1.3,110,143.0,22.61,345.61,2025-01-29
INV006341,CLM019165,control board,230.0,3.5,110,385.0,43.05,658.05,2025-01-16
INV006342,CLM000537,pump,180.0,1.4,95,133.0,21.91,334.91,2024-12-27
INV006343,CLM013049,control board,230.0,3.3,95,313.5,38.05,581.55,2025-03-13
INV006344,CLM014224,thermostat,120.0,3.5,85,297.5,29.23,446.73,2024-08-07
INV006345,CLM007767,evaporator coil,420.0,1.7,110,187.0,42.49,649.49,2025-07-30
INV006346,CLM018667,heating element,95.0,3.2,110,352.0,31.29,478.29,2025-07-14
INV006347,CLM013824,drain pump,150.0,2.5,85,212.5,25.38,387.88,2024-02-24
INV006348,CLM002010,compressor,850.0,1.6,125,200.0,73.5,1123.5,2024-09-22
INV006349,CLM002330,evaporator coil,420.0,0.6,125,75.0,34.65,529.65,2025-02-12
INV006350,CLM006894,drain pump,150.0,1.1,125,137.5,20.13,307.63,2024-08-13
INV006351,CLM007588,heating element,95.0,3.5,85,297.5,27.48,419.98,2024-11-04
INV006352,CLM018458,thermostat,120.0,2.4,85,204.0,22.68,346.68,2024-01-23
INV006353,CLM002749,evaporator coil,420.0,1.5,110,165.0,40.95,625.95,2024-08-18
INV006354,CLM003666,pump,180.0,3.0,125,375.0,38.85,593.85,2025-01-31
INV006355,CLM006233,compressor,850.0,0.8,85,68.0,64.26,982.26,2025-07-18
INV006356,CLM013049,control board,230.0,1.1,125,137.5,25.73,393.23,2025-03-20
INV006357,CLM003075,heating element,95.0,3.4,85,289.0,26.88,410.88,2024-01-22
INV006358,CLM004892,pump,180.0,3.8,95,361.0,37.87,578.87,2024-01-02
INV006359,CLM002466,blower motor,260.0,2.0,85,170.0,30.1,460.1,2024-08-18
INV006360,CLM016717,thermostat,120.0,3.2,125,400.0,36.4,556.4,2025-07-24
INV006361,CLM018782,belt,25.0,2.7,95,256.5,19.71,301.21,2025-01-27
INV006362,CLM009934,pump,180.0,0.7,85,59.5,16.77,256.27,2025-03-25
INV006363,CLM005299,evaporator coil,420.0,2.1,110,231.0,45.57,696.57,2024-03-14
INV006364,CLM014929,heating element,95.0,1.2,125,150.0,17.15,262.15,2024-06-10
INV006365,CLM009512,pump,180.0,3.9,110,429.0,42.63,651.63,2025-07-21
INV006366,CLM004388,heating element,95.0,1.2,110,132.0,15.89,242.89,2024-02-09
INV006367,CLM014146,compressor,850.0,3.7,125,462.5,91.88,1404.38,2025-06-16
INV006368,CLM018175,drain pump,150.0,2.2,125,275.0,29.75,454.75,2024-03-03
INV006369,CLM001219,belt,25.0,3.5,85,297.5,22.58,345.08,2024-07-24
INV006370,CLM012352,blower motor,260.0,2.2,125,275.0,37.45,572.45,2025-01-07
INV006371,CLM001872,compressor,850.0,0.5,110,55.0,63.35,968.35,2024-04-13
INV006372,CLM011657,evaporator coil,420.0,1.4,95,133.0,38.71,591.71,2025-03-04
INV006373,CLM017796,heating element,95.0,3.0,110,330.0,29.75,454.75,2024-04-26
INV006374,CLM019108,control board,230.0,3.2,110,352.0,40.74,622.74,2025-04-19
INV006375,CLM003303,blower motor,260.0,0.8,125,100.0,25.2,385.2,2024-07-29
INV006376,CLM000950,heating element,95.0,2.7,125,337.5,30.28,462.78,2025-08-17
INV006377,CLM017989,belt,25.0,3.8,95,361.0,27.02,413.02,2024-04-14
INV006378,CLM007327,belt,25.0,3.1,85,263.5,20.2,308.7,2025-06-17
INV006379,CLM004274,blower motor,260.0,0.6,85,51.0,21.77,332.77,2024-03-25
INV006380,CLM008570,heating element,95.0,1.1,95,104.5,13.97,213.47,2025-06-14
INV006381,CLM012496,evaporator coil,420.0,0.9,85,76.5,34.76,531.26,2025-01-29
INV006382,CLM017176,evaporator coil,420.0,3.4,85,289.0,49.63,758.63,2024-08-05
INV006383,CLM015783,pump,180.0,0.9,110,99.0,19.53,298.53,2024-09-17
INV006384,CLM012679,evaporator coil,420.0,0.9,125,112.5,37.28,569.78,2025-04-12
INV006385,CLM006731,thermostat,120.0,1.0,125,125.0,17.15,262.15,2024-01-28
INV006386,CLM000491,evaporator coil,420.0,2.4,125,300.0,50.4,770.4,2025-08-13
INV006387,CLM006249,pump,180.0,1.2,95,114.0,20.58,314.58,2025-06-27
INV006388,CLM015556,blower motor,260.0,1.6,110,176.0,30.52,466.52,2024-04-20
INV006389,CLM009106,control board,230.0,1.2,85,102.0,23.24,355.24,2025-02-26
INV006390,CLM013038,drain pump,150.0,3.2,95,304.0,31.78,485.78,2024-09-30
INV006391,CLM004187,evaporator coil,420.0,1.8,125,225.0,45.15,690.15,2024-12-14
INV006392,CLM001150,belt,25.0,1.2,85,102.0,8.89,135.89,2024-11-30
INV006393,CLM010652,evaporator coil,420.0,2.6,95,247.0,46.69,713.69,2025-01-08
INV006394,CLM002566,heating element,95.0,1.5,85,127.5,15.58,238.08,2024-01-02
INV006395,CLM009765,pump,180.0,3.5,125,437.5,43.23,660.73,2024-12-11
INV006396,CLM013464,evaporator coil,420.0,0.8,95,76.0,34.72,530.72,2025-08-10
INV006397,CLM009551,drain pump,150.0,3.8,125,475.0,43.75,668.75,2024-03-14
INV006398,CLM001575,control board,230.0,0.6,125,75.0,21.35,326.35,2024-03-08
INV006399,CLM003704,heating element,95.0,1.4,85,119.0,14.98,228.98,2025-04-10
INV006400,CLM017042,belt,25.0,0.6,95,57.0,5.74,87.74,2024-06-25
INV006401,CLM007214,evaporator coil,420.0,2.8,85,238.0,46.06,704.06,2025-03-06
INV006402,CLM013784,pump,180.0,2.1,125,262.5,30.98,473.48,2025-03-20
INV006403,CLM012487,blower motor,260.0,3.2,110,352.0,42.84,654.84,2024-03-30
INV006404,CLM015089,pump,180.0,2.2,125,275.0,31.85,486.85,2024-08-19
INV006405,CLM015538,evaporator coil,420.0,0.5,110,55.0,33.25,508.25,2024-02-07
INV006406,CLM019525,thermostat,120.0,2.0,85,170.0,20.3,310.3,2025-08-04
INV006407,CLM001724,blower motor,260.0,2.2,110,242.0,35.14,537.14,2024-08-08
INV006408,CLM004618,evaporator coil,420.0,0.9,110,99.0,36.33,555.33,2024-04-09
INV006409,CLM001729,compressor,850.0,3.2,110,352.0,84.14,1286.14,2024-11-21
INV006410,CLM018201,drain pump,150.0,2.5,110,275.0,29.75,454.75,2024-12-24
INV006411,CLM013656,compressor,850.0,3.1,110,341.0,83.37,1274.37,2024-10-13
INV006412,CLM013701,evaporator coil,420.0,1.2,85,102.0,36.54,558.54,2024-10-16
INV006413,CLM011472,thermostat,120.0,1.4,85,119.0,16.73,255.73,2024-10-29
INV006414,CLM016034,blower motor,260.0,1.6,85,136.0,27.72,423.72,2025-05-02
INV006415,CLM017192,belt,25.0,3.1,110,341.0,25.62,391.62,2025-08-17
INV006416,CLM007269,thermostat,120.0,3.5,125,437.5,39.03,596.53,2024-07-22
INV006417,CLM016774,evaporator coil,420.0,2.9,125,362.5,54.78,837.28,2024-06-09
INV006418,CLM012031,heating element,95.0,3.2,125,400.0,34.65,529.65,2024-12-31
INV006419,CLM018173,belt,25.0,3.8,95,361.0,27.02,413.02,2024-09-16
INV006420,CLM008959,compressor,850.0,2.4,125,300.0,80.5,1230.5,2024-07-16
INV006421,CLM004069,pump,180.0,3.9,85,331.5,35.81,547.31,2024-03-14
INV006422,CLM001044,drain pump,150.0,4.0,95,380.0,37.1,567.1,2024-06-14
INV006423,CLM008425,compressor,850.0,3.0,95,285.0,79.45,1214.45,2025-04-30
INV006424,CLM003012,control board,230.0,0.9,95,85.5,22.09,337.59,2025-05-11
INV006425,CLM008266,evaporator coil,420.0,3.8,95,361.0,54.67,835.67,2024-04-13
INV006426,CLM009094,thermostat,120.0,1.0,85,85.0,14.35,219.35,2025-06-19
INV006427,CLM002115,pump,180.0,1.7,95,161.5,23.91,365.41,2024-03-06
INV006428,CLM014681,evaporator coil,420.0,0.8,85,68.0,34.16,522.16,2024-07-23
INV006429,CLM004158,evaporator coil,420.0,2.3,125,287.5,49.53,757.03,2025-01-01
INV006430,CLM008130,drain pump,150.0,3.2,85,272.0,29.54,451.54,2025-08-09
INV006431,CLM014727,control board,230.0,1.1,110,121.0,24.57,375.57,2024-02-16
INV006432,CLM001155,drain pump,150.0,2.1,95,199.5,24.47,373.97,2025-07-28
INV006433,CLM012394,belt,25.0,3.3,95,313.5,23.7,362.2,2024-02-03
INV006434,CLM004558,drain pump,150.0,1.9,125,237.5,27.13,414.63,2025-02-17
INV006435,CLM015136,evaporator coil,420.0,3.1,110,341.0,53.27,814.27,2024-01-16
INV006436,CLM008137,evaporator coil,420.0,0.6,125,75.0,34.65,529.65,2024-07-26
INV006437,CLM000884,control board,230.0,2.0,110,220.0,31.5,481.5,2025-04-15
INV006438,CLM004794,drain pump,150.0,1.7,85,144.5,20.62,315.12,2024-08-14
INV006439,CLM002597,control board,230.0,1.0,125,125.0,24.85,379.85,2024-10-05
INV006440,CLM017958,heating element,95.0,1.1,125,137.5,16.28,248.78,2025-03-03
INV006441,CLM003907,drain pump,150.0,2.6,110,286.0,30.52,466.52,2025-08-02
INV006442,CLM018511,thermostat,120.0,1.3,110,143.0,18.41,281.41,2025-07-06
INV006443,CLM017156,thermostat,120.0,2.1,125,262.5,26.78,409.28,2024-05-20
INV006444,CLM011617,pump,180.0,1.8,110,198.0,26.46,404.46,2025-05-28
INV006445,CLM014646,compressor,850.0,2.0,125,250.0,77.0,1177.0,2025-04-08
INV006446,CLM019495,belt,25.0,2.4,85,204.0,16.03,245.03,2025-06-04
INV006447,CLM006429,thermostat,120.0,2.5,85,212.5,23.28,355.78,2024-01-25
INV006448,CLM015654,blower motor,260.0,3.1,95,294.5,38.82,593.32,2024-01-09
INV006449,CLM003881,evaporator coil,420.0,3.0,95,285.0,49.35,754.35,2024-06-21
INV006450,CLM004359,drain pump,150.0,3.6,85,306.0,31.92,487.92,2024-05-15
INV006451,CLM002142,belt,25.0,1.0,95,95.0,8.4,128.4,2024-01-16
INV006452,CLM000161,compressor,850.0,1.8,110,198.0,73.36,1121.36,2024-05-01
INV006453,CLM011776,evaporator coil,420.0,2.8,110,308.0,50.96,778.96,2025-01-05
INV006454,CLM014755,pump,180.0,3.1,110,341.0,36.47,557.47,2025-03-10
INV006455,CLM008431,compressor,850.0,1.7,95,161.5,70.81,1082.31,2024-04-30
INV006456,CLM010747,compressor,850.0,0.9,110,99.0,66.43,1015.43,2024-02-20
INV006457,CLM009637,heating element,95.0,2.9,85,246.5,23.91,365.41,2025-03-13
INV006458,CLM010805,pump,180.0,2.5,85,212.5,27.48,419.98,2024-04-11
INV006459,CLM012759,evaporator coil,420.0,3.3,110,363.0,54.81,837.81,2024-03-11
INV006460,CLM018600,blower motor,260.0,3.3,125,412.5,47.08,719.58,2024-10-21
INV006461,CLM006463,compressor,850.0,0.8,125,100.0,66.5,1016.5,2024-08-11
INV006462,CLM009528,compressor,850.0,1.3,110,143.0,69.51,1062.51,2024-10-21
INV006463,CLM013921,control board,230.0,1.9,85,161.5,27.41,418.91,2024-12-31
INV006464,CLM005259,thermostat,120.0,1.0,95,95.0,15.05,230.05,2024-07-10
INV006465,CLM019364,blower motor,260.0,1.2,95,114.0,26.18,400.18,2024-08-24
INV006466,CLM009202,evaporator coil,420.0,1.6,110,176.0,41.72,637.72,2024-09-25
INV006467,CLM001428,heating element,95.0,2.8,85,238.0,23.31,356.31,2025-02-13
