claim_id,customer_id,plan,state,appliance,issue,created_date,status,decision,payout,reason_code
CLM008683,C00532,Platinum,NY,Dishwasher,won't start,2024-08-24,submitted,,0.0,
CLM008684,C00827,Platinum,CO,Microwave,no power,2025-03-13,denied,covered,2280.38,
CLM008685,C00183,Platinum,FL,Microwave,turntable stuck,2025-04-22,approved,partial,2947.57,
CLM008686,C00339,Silver,AK,Water Heater,leak,2025-02-26,approved,covered,151.27,
CLM008687,C01887,Gold,TX,Dishwasher,leak,2025-05-10,approved,denied,0.0,EXCLUDED_INSTALL
CLM008688,C00505,Platinum,CA,Refrigerator,not cooling,2024-08-19,approved,partial,4671.18,
CLM008689,C01846,Silver,OK,Water Heater,leak,2025-03-14,approved,partial,849.56,
CLM008690,C00101,Silver,IN,Washer,belt snapped,2024-09-16,approved,denied,0.0,COVERED_MECH
CLM008691,C00205,Silver,IN,Washer,drain pump failure,2024-12-03,approved,partial,1297.04,
CLM008692,C01664,Silver,MT,Electrical Panel,burn smell,2025-01-18,closed,partial,1327.85,
CLM008693,C00806,Gold,DE,Microwave,turntable stuck,2025-02-18,in_review,,0.0,
CLM008694,C00543,Gold,AR,Washer,belt snapped,2025-04-24,submitted,,0.0,
CLM008695,C01491,Gold,MI,Water Heater,pilot won't stay lit,2024-05-31,approved,covered,1445.15,
CLM008696,C01836,Silver,PA,Microwave,turntable stuck,2024-08-17,closed,partial,1273.39,
CLM008697,C01997,Silver,VT,Dryer,thermal fuse blown,2024-02-06,closed,covered,305.57,
CLM008698,C01610,Platinum,AK,Dryer,no heat,2024-10-01,in_review,,0.0,
CLM008699,C00975,Platinum,AK,Dryer,no heat,2025-01-26,approved,partial,2707.71,
CLM008700,C01289,Silver,IL,Washer,drain pump failure,2024-05-31,denied,covered,1216.7,
CLM008701,C01430,Silver,AR,Dishwasher,spray arm broken,2024-07-11,approved,denied,0.0,EXCLUDED_PREEXIST
CLM008702,C00402,Platinum,ID,Microwave,turntable stuck,2024-05-24,submitted,,0.0,
CLM008703,C01919,Platinum,HI,Washer,belt snapped,2025-02-13,closed,denied,0.0,EXCLUDED_PREEXIST
CLM008704,C01949,Gold,WY,Electrical Panel,loose neutral,2025-01-23,denied,denied,0.0,EXCLUDED_INSTALL
CLM008705,C01038,Gold,AR,Microwave,no power,2024-04-10,closed,covered,2496.24,
CLM008706,C00873,Platinum,MS,Refrigerator,control board fault,2025-01-13,closed,covered,3151.53,
CLM008707,C00111,Platinum,MI,Plumbing,clogged drain,2025-05-21,denied,covered,3895.63,
CLM008708,C01684,Gold,TX,Electrical Panel,loose neutral,2024-07-27,in_review,,0.0,
CLM008709,C01481,Gold,TN,Dryer,drum won't turn,2024-01-24,in_review,,0.0,
CLM008710,C00087,Platinum,KY,Plumbing,clogged drain,2025-03-04,approved,partial,1917.5,
CLM008711,C01066,Gold,MI,Dryer,drum won't turn,2024-03-02,in_review,,0.0,
CLM008712,C01615,Platinum,AZ,HVAC,thermostat error,2024-12-22,in_review,,0.0,
CLM008713,C00527,Platinum,NJ,HVAC,compressor failure,2024-02-08,approved,covered,3178.57,
CLM008714,C00484,Silver,MA,Microwave,turntable stuck,2024-03-13,closed,denied,0.0,EXCLUDED_INSTALL
CLM008715,C01911,Platinum,WV,Dryer,no heat,2024-07-23,denied,partial,897.6,
CLM008716,C01938,Platinum,OK,Refrigerator,control board fault,2024-08-19,approved,partial,519.0,
CLM008717,C01152,Silver,NY,Dryer,thermal fuse blown,2024-12-31,approved,denied,0.0,EXCLUDED_INSTALL
CLM008718,C00348,Platinum,LA,Plumbing,leak under sink,2024-10-26,approved,covered,2071.43,
CLM008719,C01274,Platinum,LA,Dryer,drum won't turn,2025-02-18,in_review,,0.0,
CLM008720,C01898,Gold,CT,HVAC,thermostat error,2024-12-30,approved,partial,1798.36,
CLM008721,C00437,Silver,WV,Electrical Panel,breaker trips,2025-03-13,denied,covered,944.17,
CLM008722,C01069,Gold,MN,Microwave,magnetron fault,2025-06-21,in_review,,0.0,
CLM008723,C01965,Platinum,NH,Dishwasher,drain issue,2025-06-20,closed,covered,3967.62,
CLM008724,C01577,Gold,VT,HVAC,compressor failure,2024-08-14,submitted,,0.0,
CLM008725,C01256,Gold,MA,Electrical Panel,breaker trips,2024-01-26,submitted,,0.0,
CLM008726,C01868,Silver,OR,Dryer,drum won't turn,2024-08-01,in_review,,0.0,
CLM008727,C01172,Silver,KS,Dryer,thermal fuse blown,2024-01-24,in_review,,0.0,
CLM008728,C00292,Gold,AZ,Dryer,thermal fuse blown,2024-08-30,submitted,,0.0,
CLM008729,C01716,Platinum,MO,Microwave,magnetron fault,2024-12-03,closed,covered,1992.87,
CLM008730,C01770,Gold,CO,Microwave,turntable stuck,2024-11-18,approved,covered,371.02,
CLM008731,C01881,Platinum,AL,Plumbing,clogged drain,2025-04-18,closed,denied,0.0,INFO_MISSING
CLM008732,C01576,Platinum,NY,Electrical Panel,loose neutral,2025-05-28,approved,covered,2905.32,
CLM008733,C00035,Platinum,MT,HVAC,refrigerant leak,2024-12-29,denied,covered,2585.69,
CLM008734,C01443,Platinum,CO,Dishwasher,leak,2024-09-15,approved,denied,0.0,INFO_MISSING
CLM008735,C00139,Gold,AZ,Water Heater,pilot won't stay lit,2024-12-27,approved,covered,2466.76,
CLM008736,C01322,Gold,NV,Washer,won't spin,2025-07-16,in_review,,0.0,
CLM008737,C00503,Silver,PA,Dishwasher,drain issue,2024-05-22,closed,partial,276.1,
CLM008738,C01785,Gold,KY,Electrical Panel,loose neutral,2025-05-26,approved,denied,0.0,EXCLUDED_PREEXIST
CLM008739,C00653,Platinum,NH,Plumbing,low pressure,2024-02-07,in_review,,0.0,
CLM008740,C00822,Platinum,MT,Plumbing,clogged drain,2024-11-23,denied,covered,2188.26,
CLM008741,C01303,Silver,IN,Plumbing,leak under sink,2025-08-02,closed,partial,791.57,
CLM008742,C00636,Gold,RI,Washer,drain pump failure,2024-12-31,submitted,,0.0,
CLM008743,C00580,Silver,VT,HVAC,no cooling,2025-04-18,closed,covered,259.56,
CLM008744,C00698,Silver,SC,Washer,won't spin,2025-02-11,approved,covered,1153.78,
CLM008745,C01023,Gold,MS,Dishwasher,spray arm broken,2025-03-16,approved,partial,2412.43,
CLM008746,C01211,Gold,TN,Dryer,drum won't turn,2025-06-18,denied,covered,867.4,
CLM008747,C01966,Gold,TN,Washer,drain pump failure,2024-09-01,in_review,,0.0,
CLM008748,C01421,Silver,AL,Plumbing,leak under sink,2025-07-14,approved,partial,1396.45,
CLM008749,C01638,Gold,MS,Dryer,thermal fuse blown,2025-01-18,denied,denied,0.0,COVERED_MECH
CLM008750,C01667,Platinum,AR,HVAC,refrigerant leak,2024-08-31,approved,covered,4451.79,
CLM008751,C01759,Silver,MS,HVAC,refrigerant leak,2024-11-27,closed,denied,0.0,LIMIT_EXCEEDED
CLM008752,C00731,Gold,OK,Microwave,no power,2025-02-27,closed,denied,0.0,COVERED_MECH
CLM008753,C01605,Gold,WV,Dishwasher,spray arm broken,2024-08-20,closed,partial,2390.1,
CLM008754,C01867,Gold,ND,Dryer,drum won't turn,2024-03-11,approved,denied,0.0,LIMIT_EXCEEDED
CLM008755,C00295,Platinum,OH,Electrical Panel,breaker trips,2025-06-15,approved,covered,2853.02,
CLM008756,C00779,Silver,TN,Plumbing,leak under sink,2024-08-17,in_review,,0.0,
CLM008757,C00158,Silver,KS,HVAC,no cooling,2025-03-06,submitted,,0.0,
CLM008758,C00239,Gold,NV,Electrical Panel,burn smell,2024-07-29,approved,partial,1132.29,
CLM008759,C01483,Platinum,OK,Plumbing,leak under sink,2024-02-19,approved,partial,3198.67,
CLM008760,C01576,Platinum,NY,Washer,won't spin,2024-09-15,submitted,,0.0,
CLM008761,C01031,Silver,MI,Water Heater,leak,2024-01-06,closed,covered,784.17,
CLM008762,C01128,Gold,SC,Microwave,no power,2024-12-14,closed,covered,900.34,
CLM008763,C00562,Gold,MN,HVAC,no cooling,2024-04-21,submitted,,0.0,
CLM008764,C00270,Silver,NE,Electrical Panel,loose neutral,2025-05-03,closed,partial,1199.44,
CLM008765,C00216,Silver,NH,Plumbing,low pressure,2024-12-21,approved,partial,198.59,
CLM008766,C01140,Platinum,OR,Electrical Panel,loose neutral,2024-05-19,approved,denied,0.0,COVERED_MECH
CLM008767,C00914,Silver,NV,Refrigerator,ice maker failure,2025-04-05,submitted,,0.0,
CLM008768,C01641,Gold,NC,Plumbing,leak under sink,2025-06-04,in_review,,0.0,
CLM008769,C01134,Gold,AK,Electrical Panel,loose neutral,2025-04-08,approved,covered,1528.74,
CLM008770,C01040,Gold,CA,Plumbing,low pressure,2025-03-27,closed,covered,2195.67,
CLM008771,C01442,Silver,VA,Dishwasher,drain issue,2024-06-02,approved,denied,0.0,LIMIT_EXCEEDED
CLM008772,C00314,Silver,OR,Dryer,no heat,2024-12-12,approved,partial,467.62,
CLM008773,C00435,Platinum,NY,Washer,drain pump failure,2024-08-08,in_review,,0.0,
CLM008774,C00249,Gold,WY,Microwave,magnetron fault,2024-08-31,submitted,,0.0,
CLM008775,C01305,Gold,NH,Refrigerator,ice maker failure,2024-11-27,approved,covered,612.32,
CLM008776,C01155,Gold,GA,Microwave,no power,2025-04-14,denied,covered,1676.27,
CLM008777,C00615,Silver,NV,Electrical Panel,loose neutral,2024-08-21,submitted,,0.0,
CLM008778,C01152,Silver,NY,HVAC,thermostat error,2024-12-28,closed,covered,1479.18,
CLM008779,C00624,Platinum,NH,HVAC,compressor failure,2024-03-29,submitted,,0.0,
CLM008780,C00144,Gold,NV,Washer,won't spin,2024-06-09,submitted,,0.0,
CLM008781,C00652,Gold,MO,HVAC,no cooling,2024-12-17,submitted,,0.0,
CLM008782,C01964,Gold,AK,Dishwasher,won't start,2024-02-12,approved,covered,491.88,
CLM008783,C01564,Silver,WI,HVAC,no cooling,2024-11-10,approved,partial,429.81,
CLM008784,C00703,Silver,SC,Electrical Panel,burn smell,2025-02-07,submitted,,0.0,
CLM008785,C01229,Silver,SD,Dishwasher,leak,2024-06-22,submitted,,0.0,
CLM008786,C00100,Silver,CO,Microwave,magnetron fault,2025-07-22,denied,denied,0.0,EXCLUDED_PREEXIST
CLM008787,C01157,Silver,ME,Dryer,drum won't turn,2024-05-24,closed,denied,0.0,LIMIT_EXCEEDED
CLM008788,C01028,Gold,SD,Washer,belt snapped,2024-05-12,in_review,,0.0,
CLM008789,C01638,Gold,MS,HVAC,thermostat error,2025-02-22,closed,covered,950.94,
CLM008790,C01507,Platinum,IA,Washer,drain pump failure,2024-01-28,closed,denied,0.0,EXCLUDED_PREEXIST
CLM008791,C00154,Silver,WY,Water Heater,no hot water,2024-06-22,closed,covered,589.96,
CLM008792,C00817,Platinum,MN,HVAC,thermostat error,2025-03-06,approved,partial,4546.25,
CLM008793,C01891,Gold,MA,HVAC,refrigerant leak,2024-08-15,in_review,,0.0,
CLM008794,C00447,Gold,NH,Electrical Panel,loose neutral,2024-10-05,approved,covered,1226.62,
CLM008795,C01625,Silver,SC,HVAC,refrigerant leak,2024-10-08,closed,covered,142.46,
CLM008796,C01728,Silver,IA,Dryer,no heat,2024-01-16,approved,covered,1282.34,
CLM008797,C01447,Gold,NY,Microwave,no power,2024-04-07,approved,covered,273.12,
CLM008798,C00560,Platinum,MO,Water Heater,pilot won't stay lit,2025-03-28,denied,denied,0.0,LIMIT_EXCEEDED
CLM008799,C01270,Platinum,TN,Refrigerator,ice maker failure,2025-04-07,approved,partial,4871.08,
CLM008800,C01886,Platinum,ME,HVAC,compressor failure,2025-03-20,denied,covered,732.8,
CLM008801,C00415,Silver,FL,Plumbing,low pressure,2024-04-21,closed,denied,0.0,COVERED_MECH
CLM008802,C00484,Silver,MA,Dryer,drum won't turn,2024-05-08,closed,denied,0.0,EXCLUDED_PREEXIST
CLM008803,C01379,Silver,WI,Water Heater,no hot water,2024-04-22,in_review,,0.0,
CLM008804,C01809,Platinum,SD,Microwave,turntable stuck,2024-03-18,approved,denied,0.0,LIMIT_EXCEEDED
CLM008805,C01160,Platinum,IN,Dishwasher,drain issue,2024-09-25,submitted,,0.0,
CLM008806,C00670,Gold,VA,Plumbing,low pressure,2024-10-19,denied,partial,700.81,
CLM008807,C01793,Silver,AK,HVAC,compressor failure,2025-02-11,submitted,,0.0,
CLM008808,C00903,Gold,AK,Plumbing,leak under sink,2024-12-19,closed,denied,0.0,INFO_MISSING
CLM008809,C01891,Gold,MA,Refrigerator,not cooling,2025-05-09,in_review,,0.0,
CLM008810,C00294,Platinum,DE,Dryer,drum won't turn,2024-07-06,approved,denied,0.0,LIMIT_EXCEEDED
CLM008811,C01657,Platinum,WI,Dishwasher,leak,2024-04-21,approved,denied,0.0,COVERED_MECH
CLM008812,C01816,Platinum,VA,Refrigerator,ice maker failure,2025-04-11,closed,covered,2536.38,
CLM008813,C00588,Gold,CA,Plumbing,clogged drain,2024-05-30,denied,denied,0.0,EXCLUDED_INSTALL
CLM008814,C00144,Gold,NV,Dishwasher,spray arm broken,2024-08-09,approved,partial,568.46,
CLM008815,C01113,Platinum,TN,Washer,drain pump failure,2024-01-01,approved,covered,1605.91,
CLM008816,C00651,Platinum,SC,Washer,won't spin,2024-12-08,closed,partial,3851.3,
CLM008817,C01027,Gold,MN,HVAC,thermostat error,2025-02-03,denied,denied,0.0,COVERED_MECH
CLM008818,C00501,Platinum,MO,Dishwasher,drain issue,2024-06-01,denied,covered,4290.85,
CLM008819,C00633,Platinum,UT,Water Heater,pilot won't stay lit,2024-09-13,submitted,,0.0,
CLM008820,C00070,Silver,CT,Electrical Panel,loose neutral,2024-03-15,approved,covered,1373.38,
CLM008821,C01053,Platinum,SD,Water Heater,leak,2024-11-19,approved,covered,1064.71,
CLM008822,C00867,Silver,AL,HVAC,thermostat error,2025-04-04,submitted,,0.0,
CLM008823,C01138,Silver,MT,HVAC,compressor failure,2024-02-18,submitted,,0.0,
CLM008824,C00344,Platinum,LA,Plumbing,low pressure,2025-01-23,submitted,,0.0,
CLM008825,C00621,Silver,GA,Dishwasher,leak,2025-03-19,approved,partial,1241.43,
CLM008826,C00664,Gold,NE,Microwave,magnetron fault,2025-01-04,approved,covered,1660.72,
CLM008827,C00937,Gold,ME,Washer,belt snapped,2024-05-30,in_review,,0.0,
CLM008828,C01428,Silver,VT,Microwave,magnetron fault,2024-09-23,in_review,,0.0,
CLM008829,C01285,Platinum,IA,Electrical Panel,breaker trips,2024-08-26,in_review,,0.0,
CLM008830,C01650,Gold,SD,Dryer,no heat,2024-06-05,approved,denied,0.0,COVERED_MECH
CLM008831,C01012,Platinum,LA,HVAC,thermostat error,2024-02-10,approved,partial,2714.04,
CLM008832,C00134,Silver,MS,Washer,drain pump failure,2025-05-12,submitted,,0.0,
CLM008833,C01541,Platinum,AR,Electrical Panel,breaker trips,2024-11-02,approved,partial,496.65,
CLM008834,C01971,Platinum,SC,Electrical Panel,burn smell,2024-02-16,submitted,,0.0,
CLM008835,C01115,Platinum,NM,HVAC,thermostat error,2024-03-30,submitted,,0.0,
CLM008836,C00038,Platinum,PA,HVAC,refrigerant leak,2024-05-17,approved,covered,3869.63,
CLM008837,C01960,Gold,TX,Plumbing,leak under sink,2025-07-08,approved,covered,1434.29,
CLM008838,C01216,Platinum,GA,Plumbing,leak under sink,2025-02-05,denied,denied,0.0,EXCLUDED_INSTALL
CLM008839,C01163,Gold,WA,HVAC,compressor failure,2024-09-16,denied,covered,1796.64,
CLM008840,C00209,Gold,IN,Water Heater,no hot water,2024-10-05,approved,covered,1900.62,
CLM008841,C01601,Silver,PA,Washer,won't spin,2024-08-23,closed,covered,983.71,
CLM008842,C00222,Silver,KS,Dishwasher,leak,2025-07-30,closed,covered,1346.11,
CLM008843,C00279,Platinum,AZ,HVAC,no cooling,2024-04-05,closed,covered,3207.55,
CLM008844,C00522,Platinum,KS,Washer,won't spin,2024-09-19,submitted,,0.0,
CLM008845,C00441,Gold,MI,Dishwasher,leak,2024-10-30,denied,covered,439.01,
CLM008846,C00501,Platinum,MO,Water Heater,no hot water,2024-05-31,closed,partial,3926.86,
CLM008847,C00922,Gold,LA,HVAC,refrigerant leak,2025-04-19,in_review,,0.0,
CLM008848,C00386,Platinum,WI,HVAC,no cooling,2025-06-28,closed,covered,1894.36,
CLM008849,C00716,Silver,WY,Refrigerator,not cooling,2025-05-03,approved,partial,814.76,
CLM008850,C00483,Gold,ME,Microwave,magnetron fault,2024-08-13,submitted,,0.0,
CLM008851,C00411,Silver,WV,HVAC,no cooling,2025-05-26,denied,denied,0.0,INFO_MISSING
CLM008852,C00649,Silver,OK,Plumbing,low pressure,2024-07-30,closed,denied,0.0,LIMIT_EXCEEDED
CLM008853,C01640,Gold,NJ,Water Heater,no hot water,2025-01-21,in_review,,0.0,
CLM008854,C00460,Platinum,KS,HVAC,compressor failure,2024-02-09,closed,covered,3313.79,
CLM008855,C01031,Silver,MI,Plumbing,leak under sink,2025-02-07,submitted,,0.0,
CLM008856,C01995,Gold,MS,Plumbing,clogged drain,2025-03-10,approved,denied,0.0,EXCLUDED_INSTALL
CLM008857,C00248,Platinum,IA,Refrigerator,control board fault,2024-12-27,denied,partial,4296.3,
CLM008858,C01983,Platinum,GA,Dryer,no heat,2025-01-12,denied,denied,0.0,EXCLUDED_INSTALL
CLM008859,C00332,Platinum,IL,Water Heater,no hot water,2024-02-26,submitted,,0.0,
CLM008860,C00574,Platinum,KY,Plumbing,leak under sink,2024-12-28,approved,partial,4157.13,
CLM008861,C00260,Silver,PA,Washer,won't spin,2025-06-07,approved,covered,634.12,
CLM008862,C01628,Gold,ME,Washer,won't spin,2024-02-29,approved,covered,423.11,
CLM008863,C00258,Silver,MT,Dryer,no heat,2024-08-05,closed,partial,641.16,
CLM008864,C00840,Gold,MN,Refrigerator,ice maker failure,2024-12-12,approved,partial,1256.86,
CLM008865,C00991,Platinum,MI,Dryer,drum won't turn,2025-06-07,in_review,,0.0,
CLM008866,C00019,Platinum,MN,Microwave,magnetron fault,2025-04-03,closed,denied,0.0,COVERED_MECH
CLM008867,C00076,Platinum,CA,Water Heater,leak,2024-06-10,approved,covered,162.02,
CLM008868,C01640,Gold,NJ,Water Heater,pilot won't stay lit,2024-04-24,in_review,,0.0,
CLM008869,C01704,Platinum,WA,Dishwasher,spray arm broken,2024-02-16,approved,denied,0.0,INFO_MISSING
CLM008870,C00386,Platinum,WI,Plumbing,leak under sink,2024-09-26,submitted,,0.0,
CLM008871,C00005,Gold,WA,Dryer,drum won't turn,2024-10-08,closed,denied,0.0,COVERED_MECH
CLM008872,C00969,Gold,NC,HVAC,no cooling,2025-06-11,approved,covered,1954.83,
CLM008873,C01409,Platinum,NJ,Dishwasher,won't start,2024-05-05,approved,partial,3655.97,
CLM008874,C00851,Platinum,IN,Water Heater,no hot water,2025-08-05,denied,denied,0.0,COVERED_MECH
CLM008875,C00599,Silver,OK,Dishwasher,leak,2024-07-31,approved,denied,0.0,INFO_MISSING
CLM008876,C01760,Gold,TN,Washer,won't spin,2025-04-01,approved,covered,941.66,
CLM008877,C01967,Gold,ND,Dishwasher,leak,2024-07-29,approved,covered,899.71,
CLM008878,C01205,Silver,OH,Dryer,drum won't turn,2024-08-14,closed,covered,1116.14,
CLM008879,C01951,Gold,DE,Electrical Panel,breaker trips,2025-08-02,approved,partial,2378.77,
CLM008880,C01057,Gold,VA,Washer,won't spin,2025-05-20,submitted,,0.0,
CLM008881,C01280,Silver,OK,Electrical Panel,burn smell,2024-07-29,approved,denied,0.0,LIMIT_EXCEEDED
CLM008882,C00260,Silver,PA,Dryer,thermal fuse blown,2024-07-25,approved,covered,633.04,
CLM008883,C00292,Gold,AZ,HVAC,no cooling,2025-02-15,denied,covered,2091.76,
CLM008884,C00139,Gold,AZ,Microwave,no power,2024-04-01,approved,denied,0.0,INFO_MISSING
CLM008885,C01139,Gold,GA,Plumbing,clogged drain,2025-01-07,approved,partial,192.46,
CLM008886,C01961,Silver,MD,Refrigerator,not cooling,2024-10-22,approved,partial,730.89,
CLM008887,C00662,Gold,VA,HVAC,thermostat error,2024-01-04,closed,covered,1629.65,
CLM008888,C01503,Platinum,NM,HVAC,thermostat error,2025-05-07,in_review,,0.0,
CLM008889,C01348,Gold,CT,Plumbing,leak under sink,2024-09-26,approved,partial,1286.51,
CLM008890,C01273,Silver,MD,Plumbing,clogged drain,2025-05-28,denied,denied,0.0,INFO_MISSING
CLM008891,C00514,Gold,CO,Plumbing,leak under sink,2024-08-22,approved,covered,139.12,
CLM008892,C00708,Gold,AK,Plumbing,low pressure,2025-08-02,closed,partial,2194.94,
CLM008893,C01144,Platinum,AK,Water Heater,no hot water,2024-12-17,approved,covered,1650.09,
CLM008894,C00312,Gold,CO,HVAC,no cooling,2025-07-21,closed,partial,2388.51,
CLM008895,C01820,Silver,KY,Dryer,thermal fuse blown,2024-08-21,closed,denied,0.0,INFO_MISSING
CLM008896,C01900,Gold,NY,Refrigerator,not cooling,2024-10-06,approved,covered,828.51,
CLM008897,C01592,Platinum,IN,Refrigerator,ice maker failure,2024-05-14,submitted,,0.0,
CLM008898,C01143,Platinum,HI,Water Heater,leak,2025-03-18,closed,denied,0.0,COVERED_MECH
CLM008899,C00543,Gold,AR,Water Heater,leak,2024-06-21,approved,denied,0.0,LIMIT_EXCEEDED
CLM008900,C00038,Platinum,PA,Refrigerator,not cooling,2024-04-20,closed,covered,4472.03,
CLM008901,C01041,Gold,IL,Plumbing,leak under sink,2024-03-20,approved,partial,2146.59,
CLM008902,C01015,Silver,NC,Water Heater,no hot water,2024-11-26,denied,denied,0.0,LIMIT_EXCEEDED
CLM008903,C01601,Silver,PA,Dryer,no heat,2024-01-19,submitted,,0.0,
CLM008904,C01917,Gold,WI,Dryer,drum won't turn,2024-09-26,approved,denied,0.0,LIMIT_EXCEEDED
CLM008905,C00591,Silver,RI,Dishwasher,leak,2025-05-26,approved,partial,865.49,
CLM008906,C01368,Platinum,MA,Refrigerator,control board fault,2024-07-05,approved,denied,0.0,EXCLUDED_INSTALL
CLM008907,C01768,Silver,AR,Dryer,drum won't turn,2024-09-24,approved,partial,294.14,
CLM008908,C01635,Silver,MO,Dishwasher,drain issue,2024-08-04,in_review,,0.0,
CLM008909,C01906,Silver,MA,Electrical Panel,breaker trips,2025-07-10,closed,partial,659.55,
CLM008910,C01089,Platinum,NC,Washer,drain pump failure,2024-09-06,approved,partial,4120.86,
CLM008911,C01863,Platinum,HI,Plumbing,leak under sink,2025-05-02,approved,covered,3704.22,
CLM008912,C00986,Silver,PA,Washer,belt snapped,2024-02-27,in_review,,0.0,
CLM008913,C01531,Gold,GA,Electrical Panel,breaker trips,2024-06-17,denied,denied,0.0,EXCLUDED_PREEXIST
CLM008914,C01854,Platinum,MS,Electrical Panel,breaker trips,2025-05-09,closed,partial,2147.78,
CLM008915,C00341,Platinum,HI,Refrigerator,ice maker failure,2025-05-31,approved,partial,3815.13,
CLM008916,C00951,Gold,VT,Refrigerator,control board fault,2025-07-22,approved,partial,1907.83,
CLM008917,C01432,Platinum,VA,Dryer,drum won't turn,2024-06-07,approved,covered,2895.48,
CLM008918,C01349,Platinum,UT,Water Heater,pilot won't stay lit,2025-01-11,closed,denied,0.0,COVERED_MECH
CLM008919,C00387,Platinum,VT,Water Heater,leak,2024-11-10,closed,partial,4481.79,
CLM008920,C00576,Platinum,KY,Dishwasher,leak,2024-10-12,denied,partial,4438.57,
CLM008921,C01682,Platinum,GA,Water Heater,leak,2024-08-16,closed,covered,2537.12,
CLM008922,C01113,Platinum,TN,Dishwasher,leak,2024-11-26,approved,denied,0.0,EXCLUDED_PREEXIST
CLM008923,C00462,Silver,AZ,Electrical Panel,burn smell,2025-05-23,approved,denied,0.0,COVERED_MECH
CLM008924,C00904,Silver,MT,Dryer,drum won't turn,2025-02-18,submitted,,0.0,
CLM008925,C01492,Platinum,AZ,Dryer,thermal fuse blown,2024-04-02,approved,covered,4053.23,
CLM008926,C00337,Platinum,OH,HVAC,refrigerant leak,2025-05-08,approved,covered,466.39,
CLM008927,C00251,Gold,WV,Microwave,magnetron fault,2024-09-26,closed,covered,2103.54,
CLM008928,C00887,Silver,VA,Microwave,magnetron fault,2025-06-28,in_review,,0.0,
CLM008929,C00196,Silver,MS,Water Heater,leak,2024-10-23,closed,denied,0.0,INFO_MISSING
CLM008930,C00995,Silver,AL,Plumbing,clogged drain,2025-03-03,denied,covered,1165.16,
CLM008931,C00079,Gold,VT,Water Heater,pilot won't stay lit,2024-05-04,denied,denied,0.0,COVERED_MECH
CLM008932,C01337,Gold,AR,Refrigerator,ice maker failure,2024-03-16,submitted,,0.0,
CLM008933,C00808,Platinum,MA,HVAC,no cooling,2024-12-31,denied,denied,0.0,INFO_MISSING
CLM008934,C01262,Silver,AL,Dryer,no heat,2024-02-07,submitted,,0.0,
CLM008935,C01325,Silver,IA,Dishwasher,spray arm broken,2025-04-25,closed,covered,606.15,
CLM008936,C00872,Gold,IN,Water Heater,leak,2024-05-11,in_review,,0.0,
CLM008937,C01177,Platinum,SD,Plumbing,clogged drain,2024-02-10,in_review,,0.0,
CLM008938,C01117,Silver,SC,Electrical Panel,loose neutral,2024-01-09,approved,covered,1438.77,
CLM008939,C01457,Gold,PA,Refrigerator,ice maker failure,2024-02-27,approved,covered,1401.68,
CLM008940,C00504,Gold,ME,Microwave,turntable stuck,2024-09-08,closed,covered,1025.98,
CLM008941,C00072,Gold,VT,Washer,won't spin,2024-11-02,denied,denied,0.0,COVERED_MECH
CLM008942,C00043,Platinum,MA,Dryer,thermal fuse blown,2024-09-07,approved,partial,2557.92,
CLM008943,C00293,Silver,MA,Refrigerator,control board fault,2024-11-16,approved,partial,1224.86,
CLM008944,C01288,Silver,OR,HVAC,refrigerant leak,2024-05-04,approved,covered,1449.15,
CLM008945,C01681,Silver,MA,Plumbing,clogged drain,2024-05-08,approved,denied,0.0,LIMIT_EXCEEDED
CLM008946,C00125,Platinum,VT,Electrical Panel,breaker trips,2025-05-01,in_review,,0.0,
CLM008947,C01028,Gold,SD,Refrigerator,control board fault,2025-01-06,approved,covered,154.08,
CLM008948,C00577,Gold,SC,Electrical Panel,burn smell,2025-04-06,approved,denied,0.0,LIMIT_EXCEEDED
CLM008949,C00550,Silver,ID,Washer,won't spin,2025-06-11,in_review,,0.0,
CLM008950,C01768,Silver,AR,Electrical Panel,breaker trips,2025-03-23,submitted,,0.0,
CLM008951,C00728,Silver,WY,Plumbing,leak under sink,2024-11-03,submitted,,0.0,
CLM008952,C01617,Silver,UT,Dishwasher,drain issue,2025-04-02,in_review,,0.0,
CLM008953,C00122,Gold,MT,Water Heater,leak,2024-07-16,in_review,,0.0,
CLM008954,C00143,Gold,NM,Refrigerator,ice maker failure,2025-06-09,denied,partial,923.36,
CLM008955,C01034,Platinum,AL,Dryer,thermal fuse blown,2024-09-05,in_review,,0.0,
CLM008956,C01715,Gold,TN,Washer,drain pump failure,2024-03-12,denied,covered,627.39,
CLM008957,C01619,Silver,OH,Refrigerator,ice maker failure,2024-04-28,approved,covered,975.59,
CLM008958,C00243,Platinum,AZ,Washer,drain pump failure,2025-03-04,in_review,,0.0,
CLM008959,C00961,Platinum,NY,Electrical Panel,breaker trips,2024-07-09,submitted,,0.0,
CLM008960,C01061,Gold,NM,HVAC,thermostat error,2025-07-06,approved,partial,1137.35,
CLM008961,C00496,Gold,MN,Plumbing,leak under sink,2024-01-09,closed,partial,1226.72,
CLM008962,C00634,Gold,TX,Plumbing,leak under sink,2025-04-28,denied,denied,0.0,LIMIT_EXCEEDED
CLM008963,C01133,Silver,KS,Microwave,magnetron fault,2024-06-29,closed,covered,887.19,
CLM008964,C01526,Silver,WA,HVAC,refrigerant leak,2024-10-25,approved,covered,477.67,
CLM008965,C01669,Silver,AK,Washer,belt snapped,2024-10-11,in_review,,0.0,
